city_code,merchant_a,merchant_b,weight,support,z_score
shanghai,0015138,0084268,6.29454727913036,6,85.14601462343025
shanghai,0015138,0084687,5.719667529331977,5,58.651480947751885
shanghai,0015144,0047917,7.110595071682094,6,142.10566514057612
shanghai,0015156,0147693,4.202832216244594,7,24.228182645354966
shanghai,0015170,0015171,6.128154191872736,6,93.04741227087779
shanghai,0015170,0015262,3.460421044957287,5,15.791656010999596
shanghai,0015171,0147693,3.198324123297337,6,12.570639468852983
shanghai,0015178,0147577,7.558410045309807,5,142.11709208979732
shanghai,0015191,0015262,3.358513673663194,6,15.769380968774998
shanghai,0015191,0015216,5.417992946862264,5,50.75864935011202
shanghai,0015191,0147620,3.604570648897691,7,19.60456951715806
shanghai,0015216,0147598,4.100083908472412,9,27.288662662084185
shanghai,0015226,0147598,4.272637812287914,7,29.72479889674087
shanghai,0015226,0147573,4.254478111934916,5,20.100172876536053
shanghai,0015230,0015233,6.606737063313605,11,142.081321712558
